index,question,answer,source,scene,orig_uid,core_gt_objects,extended_gt_objects,prediction,pred_scene_structured,pred_gender_structured,pred_occupation_structured,pred_action_structured,parse_status
587,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","counter, fork, handles, mouth, person, pizza, plate, pot, shears, shirt, table, tooth, white tooth",vg,kitchen,vg_2315777,"counter, fork, handles, mouth, person, pizza, plate, shears, shirt, table, tooth, white tooth","counter, fork, handles, mouth, person, pizza, plate, pot, shears, shirt, table, tooth, white tooth","""In the restaurant, an unknown unknown is cutting pizza with scissors.""",restaurant,unknown,unknown,cutting pizza with scissors,loose_match
588,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","apron, banana, blade, cooking, crepe, finger, fingernail, foil, glove, hand, knife, pan, person",vg,kitchen,vg_2394061,"apron, banana, blade, crepe, finger, fingernail, foil, glove, hand, knife, pan, person","apron, banana, blade, cooking, crepe, finger, fingernail, foil, glove, hand, knife, pan, person","In the kitchen, an unknown cook is preparing a crepe with banana slices.",kitchen,unknown,cook,preparing a crepe with banana slices,strict_match
589,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bowl, cabinet, cabinets windows, clear bowl, cooking, counter, drawer, dress, hair, jacket, kitchen, microwave, pants, person, refrigerator, shirt, t-shirt, table, white shirt, window, woman/shirt",vg,kitchen,vg_2323082,"bowl, cabinet, cabinets windows, clear bowl, counter, drawer, dress, hair, jacket, kitchen, microwave, pants, person, refrigerator, shirt, t-shirt, table, white shirt, window, woman/shirt","bowl, cabinet, cabinets windows, clear bowl, cooking, counter, drawer, dress, hair, jacket, kitchen, microwave, pants, person, refrigerator, shirt, t-shirt, table, white shirt, window, woman/shirt","""In the kitchen, an unknown cook is preparing food.""",kitchen,unknown,cook,preparing food,loose_match
590,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","cabinet, corner, dish, door, faucet, floor, foot, head, knob, mirror, person, sink, symbol, tub, wall",vg,kitchen,vg_2344414,"corner, dish, door, faucet, floor, foot, head, knob, mirror, person, sink, symbol, tub, wall","cabinet, corner, dish, door, faucet, floor, foot, head, knob, mirror, person, sink, symbol, tub, wall","""In the bathroom, an unknown unknown is standing.""",bathroom,unknown,unknown,standing,loose_match
591,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","artwork, blanket, brown sofa, couch, dark flooring, dresser, flooring, foot stool, frame, glass, handles, kitchen, large tan, person, picture, pillow, pot, rail, sitting, sofa, stairs, table, tan armchair, vase, wall, window",vg,kitchen,vg_2351292,"artwork, blanket, brown sofa, couch, dark flooring, dresser, flooring, foot stool, frame, glass, handles, large tan, person, picture, pillow, pot, rail, sitting, sofa, stairs, table, tan armchair, vase, wall, window","artwork, blanket, brown sofa, couch, dark flooring, dresser, flooring, foot stool, frame, glass, handles, kitchen, large tan, person, picture, pillow, pot, rail, sitting, sofa, stairs, table, tan armchair, vase, wall, window","In the living room, an unknown unknown is relaxing.",living room,unknown,unknown,relaxing,strict_match
592,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","book collection, bookcase, books, bookshelf, cabinet, ceiling, center, cord, doll, door, fan, figure, fihures, flowers, painting, person, photo, picture, plaque, plastic, shelf, silver foreman, smoke detector, spiderman, stand, television, tv, vase, wall",vg,kitchen,vg_2365213,"book collection, bookcase, books, bookshelf, cabinet, ceiling, center, cord, doll, door, fan, figure, fihures, flowers, painting, person, photo, picture, plaque, plastic, shelf, silver foreman, smoke detector, spiderman, stand, television, tv, vase, wall","book collection, bookcase, books, bookshelf, cabinet, ceiling, center, cord, doll, door, fan, figure, fihures, flowers, painting, person, photo, picture, plaque, plastic, shelf, silver foreman, smoke detector, spiderman, stand, television, tv, vase, wall","In the room, an unknown person is organizing.",room,unknown,person,organizing,strict_match
593,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","back splash, blemish, checkered tile, cloth, face, faucet, floor, flooring, glove, hand, overalls, person, pipes, poster, seat, sill, sink, sock, tarp, tile, toilet, towel, wall, window",vg,kitchen,vg_2339510,"back splash, blemish, checkered tile, cloth, face, faucet, floor, flooring, glove, hand, overalls, person, pipes, poster, seat, sill, sink, sock, tarp, tile, toilet, towel, wall, window","back splash, blemish, checkered tile, cloth, face, faucet, floor, flooring, glove, hand, overalls, person, pipes, poster, seat, sill, sink, sock, tarp, tile, toilet, towel, wall, window","In the bathroom, an unknown worker is installing a toilet.",bathroom,unknown,worker,installing a toilet,strict_match
594,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","arm, baby, bear, doll, eye, floor, flooring, fridge, ground, hair, head, mouth, nose, person, refrigerator, shirt, teddy bear, tile, trouser",vg,kitchen,vg_2365117,"arm, baby, bear, doll, eye, floor, flooring, ground, hair, head, mouth, nose, person, refrigerator, shirt, teddy bear, tile, trouser","arm, baby, bear, doll, eye, floor, flooring, fridge, ground, hair, head, mouth, nose, person, refrigerator, shirt, teddy bear, tile, trouser","In the kitchen, an unknown child is sitting and holding a teddy bear.",kitchen,unknown,child,sitting and holding a teddy bear,strict_match
595,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","barber, barber shop, barbers, beard, bottle, cable, can, cape, client, clients, cloth, clothing, counter, customers, dark hair, flyer, frizzy afro, green shirt, guy, hair, hair cut, hair stylist, haircut, huge afro, large afro, ledge, lips, mirror, mustache, neck, person, plastic, products, protecting clothing, red cape, red shirt, reflection, scissors, signs, socket, stylist, sun, table, top, towel, trim, wall, white top",vg,kitchen,vg_2413217,"barber, barber shop, barbers, beard, bottle, cable, can, cape, client, clients, cloth, clothing, counter, customers, dark hair, flyer, frizzy afro, green shirt, guy, hair, hair cut, hair stylist, haircut, huge afro, large afro, ledge, lips, mirror, mustache, neck, person, plastic, products, protecting clothing, red cape, red shirt, reflection, scissors, signs, socket, stylist, sun, table, top, towel, trim, wall, white top","barber, barber shop, barbers, beard, bottle, cable, can, cape, client, clients, cloth, clothing, counter, customers, dark hair, flyer, frizzy afro, green shirt, guy, hair, hair cut, hair stylist, haircut, huge afro, large afro, ledge, lips, mirror, mustache, neck, person, plastic, products, protecting clothing, red cape, red shirt, reflection, scissors, signs, socket, stylist, sun, table, top, towel, trim, wall, white top","In the barbershop, a male barber is cutting hair.",barbershop,male,barber,cutting hair,strict_match
596,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bar, bun, cabinet, cabinet drawer, coffee, coffee maker, coffee pot, counter, counter top, hair, hand, kitchen, knob, person, pictures, pierced ears, piercing, polka dots, pot, railing, shirt, teaspoon, wall, wallpaper, water bottle, wood frames",vg,kitchen,vg_2394184,"bar, bun, cabinet drawer, coffee, coffee maker, coffee pot, counter top, hair, hand, knob, person, pictures, pierced ears, piercing, polka dots, railing, shirt, teaspoon, wall, wallpaper, water bottle, wood frames","bar, bun, cabinet, cabinet drawer, coffee, coffee maker, coffee pot, counter, counter top, hair, hand, kitchen, knob, person, pictures, pierced ears, piercing, polka dots, pot, railing, shirt, teaspoon, wall, wallpaper, water bottle, wood frames","In the kitchen, an unknown person is eating.",kitchen,unknown,person,eating,strict_match
597,"Describe the image using exactly one sentence in the format:
""In the [scene], a [gender] [occupation] is [action].""

Rules:
- Replace [scene], [gender], [occupation], and [action] with your best estimate from the image.
- If any field is uncertain, use ""unknown"" for that field.
- Do not add any extra details.
- Output exactly one sentence only.","bag, belt, bottles, cabinets, chair, chandelier, coffee grinders, counter, hair, handle, helmet, icemaker, jar, jeans, kitchen, knife block, light, microwave, oven, person, plant, refrigerator, seat, shelf, shirt, sneakers, stove, table, tea kettle, tiles, trash can",vg,kitchen,vg_2367368,"bag, belt, bottles, cabinets, chair, chandelier, coffee grinders, counter, hair, handle, helmet, icemaker, jar, jeans, kitchen, knife block, light, microwave, oven, person, plant, refrigerator, seat, shelf, shirt, sneakers, table, tea kettle, tiles, trash can","bag, belt, bottles, cabinets, chair, chandelier, coffee grinders, counter, hair, handle, helmet, icemaker, jar, jeans, kitchen, knife block, light, microwave, oven, person, plant, refrigerator, seat, shelf, shirt, sneakers, stove, table, tea kettle, tiles, trash can","In the kitchen, an unknown unknown is unpacking.",kitchen,unknown,unknown,unpacking,strict_match
